rent_price,m2,Deposit,Type_of_building,room_number,Building_material,Year_of_construction,floor,windows,Number_of_floors,Heating,media,security,link_2,Additional_information,Equipment,location,latitude,longitude
5000.0,73.5,5000.0,apartamentowiec,2.0,,2005.0,5.0,drewniane,5.0,,,,https://www.otodom.pl/pl/oferta/lokalizacja-w-poblizu-krakowskiego-przedmiescia-ID4db8p,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście, Stare Miasto",,
3200.0,60.6,3200.0,,2.0,,1998.0,3.0,plastikowe,12.0,,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/2pok-60-6m2-przy-stacji-metra-plocka-ID4db7t,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Wola",,
2500.0,36.0,,,2.0,,1978.0,4.0,plastikowe,7.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/marszalkowska-wspolna-36m-2pok-ID4db7s,winda,,"Warszawa, Śródmieście",,
3500.0,55.0,,kamienica,2.0,cegła,1955.0,2.0,plastikowe,6.0,,,,https://www.otodom.pl/pl/oferta/aaa-centrum-ul-smolna-55m-2-pokoje-ID4db7p,winda,,"Warszawa, Śródmieście",,
2200.0,53.0,3000.0,blok,3.0,wielka płyta,1974.0,5.0,plastikowe,11.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-saskiej-kepie-ID4db6b,"balkon, piwnica, winda, oddzielna kuchnia","zmywarka, lodówka, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, Saska Kępa, ul. Egipska",,
2300.0,40.0,3000.0,blok,2.0,beton komórkowy,2020.0,3.0,plastikowe,3.0,gazowe,,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-z-balkonem-miejscem-parkingowym-ID4d4VM,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Białołęka",,
1900.0,45.0,2300.0,blok,2.0,,,7.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/wynajem-2-pokoje-targowek-mieszkaniowy-ID4cKS1,"balkon, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Targówek, Targówek Mieszkaniowy, ul. Kołowa",,
3900.0,59.0,,blok,2.0,cegła,2013.0,1.0,drewniane,5.0,miejskie,internet,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/eko-park-59-m2-wysoki-standard-ID4cJwZ,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Górny Mokotów, ul. Jana Karola Chodkiewicza",,
3200.0,49.0,4000.0,apartamentowiec,2.0,pustak,2020.0,7.0,plastikowe,9.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-na-zoliborzu-artystycznym-2-pokojowe-ID4db3M,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Żoliborz, Sady Żoliborskie, Zygmunta Hubnera 1",,
2400.0,50.5,2400.0,blok,2.0,cegła,2010.0,,plastikowe,3.0,miejskie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona, rolety antywłamaniowe",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokojowe-garaz-ID4db3N,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Praga-Południe, Grochów, ul. Kwatery Głównej",,
2800.0,38.25,2800.0,apartamentowiec,2.0,cegła,2017.0,3.0,drewniane,14.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-38m2-chomiczowka-ID4ckXn,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany",,
1700.0,40.4,,,1.0,,2000.0,,,18.0,,,,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-z-garderoba-tuz-przy-metrze-ID4db3f,,"lodówka, meble, pralka","Warszawa, Ursynów, Aleja Komisji Edukacji Narodowej",,
3000.0,47.0,9000.0,kamienica,3.0,beton,,1.0,plastikowe,4.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/sloneczne-3-pokojowe-mieszkanie-na-zoliborzu-ID4db1U,balkon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Żoliborz",,
3000.0,40.0,,,2.0,,,4.0,,7.0,,,,https://www.otodom.pl/pl/oferta/wysoki-standard-winda-parking-podziemny-balkon-ID4db1v,,,"Warszawa, Mokotów, Cybernetyki",,
1900.0,35.0,1900.0,kamienica,1.0,,1956.0,2.0,plastikowe,2.0,,,,https://www.otodom.pl/pl/oferta/blisko-mordoru-cichy-pokoj-z-kuchnia-ID4db0x,oddzielna kuchnia,"zmywarka, meble","Warszawa, Mokotów, Służewiec",,
2400.0,37.0,2400.0,blok,2.0,wielka płyta,1970.0,,plastikowe,16.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/centrum-ciche-dwa-niezalezne-pokoje-ID4db08,"balkon, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Śródmieście, Śródmieście Północne, ul. Bagno",,
1800.0,35.0,3000.0,blok,1.0,cegła,2003.0,3.0,plastikowe,7.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/bezposrednio-jednopokojowe-umeblowane-ursynow-ID4daZS,"balkon, winda","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ursynów, al. Aleja Komisji Edukacji Narodowej",,
1950.0,26.0,2000.0,kamienica,1.0,cegła,1929.0,,plastikowe,3.0,miejskie,"telewizja kablowa, internet",teren zamknięty,https://www.otodom.pl/pl/oferta/kawalerka-zoliborz-bezposrednio-ID4daZ3,"piwnica, oddzielna kuchnia","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Żoliborz",,
1900.0,35.0,1900.0,,1.0,,,,,,miejskie,,,https://www.otodom.pl/pl/oferta/ladna-kawalerka-warszawa-mokotow-przy-metrze-ID44bX2,,,"Warszawa, Mokotów, Górny Mokotów, ul. Fryderyka Joliot-Curie",,
9900.0,200.0,,apartamentowiec,3.0,,2001.0,,,12.0,miejskie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wyjatkowy-oraz-przestronny-apartament-wilanow-ID4drdp,"klimatyzacja, winda, tylko dla niepalących, taras, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wilanów, ul. Jana III Sobieskiego 1",,
2300.0,35.0,3000.0,blok,2.0,żelbet,2020.0,,aluminiowe,4.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-bemowo-klimatyzacja-ID4doyb,"klimatyzacja, ogródek, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bemowo, ul. Batalionów Chłopskich ",,
1100.0,25.0,2700.0,blok,1.0,cegła,2004.0,2.0,plastikowe,3.0,kotłownia,"internet, telefon",teren zamknięty,https://www.otodom.pl/pl/oferta/pkp-warszawa-wesola-kawalerka-25-m2-ID4aLrY,balkon,"piekarnik, kuchenka","Warszawa, Wesoła, ul. Armii Krajowej",,
3300.0,61.0,,apartamentowiec,2.0,żelbet,2007.0,4.0,drewniane,5.0,miejskie,"telewizja kablowa, internet",monitoring / ochrona,https://www.otodom.pl/pl/oferta/eko-park-2-pokoje-61-m2-garaz-podziemny-komorka-ID4daYi,"balkon, garaż/miejsce parkingowe, winda, pom. użytkowe",meble,"Warszawa, Mokotów, Biały Kamień",,
6500.0,78.0,,apartamentowiec,4.0,,2018.0,3.0,drewniane,4.0,miejskie,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/nowy-apartament-na-powislu-ID4daYh,"balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście, Powiśle, Ludna",,
2700.0,75.0,2700.0,kamienica,2.0,cegła,,3.0,drewniane,4.0,miejskie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/2-pokoje-75m2-ochota-ul-kaliska-pl-narutowicza-ID4daX6,,"lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, Stara Ochota, Kaliska 17",,
1900.0,30.0,,blok,1.0,cegła,,1.0,,,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-na-woli-blisko-metra-ID4daTx,,,"Warszawa, Wola",,
2000.0,35.0,,blok,1.0,cegła,,1.0,,,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-na-woli-blisko-metra-ID4daSJ,,,"Warszawa, Wola",,
2500.0,48.0,2500.0,blok,2.0,cegła,2021.0,4.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-do-wynajecia-ID4daRo,"balkon, piwnica, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Gawra, Warszawa, mazowieckie",,
6800.0,110.0,3400.0,kamienica,4.0,cegła,1938.0,1.0,drewniane,3.0,miejskie,,,https://www.otodom.pl/pl/oferta/zoliborz-klimatyczne-mieszkanie-110m2-pl-en-ID4daQ3,,,"Warszawa, Żoliborz, Stary Żoliborz",,
1850.0,45.0,1850.0,blok,2.0,cegła,2001.0,4.0,plastikowe,7.0,,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/2-pok-45-m2-ul-bodycha-2001r-ID4daQx,"balkon, garaż/miejsce parkingowe, winda","lodówka, piekarnik, kuchenka, pralka","ul. Stanisława Bodycha, Warszawa, mazowieckie",,
2000.0,35.4,2000.0,blok,2.0,beton,2005.0,1.0,plastikowe,7.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/bemowo-powstancow-slaskich-83-2-pokoje-wynajem-ID47tnT,"garaż/miejsce parkingowe, winda","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bemowo, ul. Powstańców Śląskich 83",,
3000.0,71.0,3000.0,blok,2.0,,,2.0,drewniane,4.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-sarmackiej-ID4daLL,"balkon, garaż/miejsce parkingowe, winda, taras, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wilanów, ul. Sarmacka",,
1500.0,42.5,2500.0,blok,2.0,wielka płyta,1980.0,2.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/2-pokoje-brodno-bezposrednio-ID4aQb3,"balkon, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Targówek, Bródno, ul. Piotra Wysockiego",,
12000.0,90.0,,kamienica,2.0,,1892.0,2.0,drewniane,3.0,,,,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-kamienicy-na-wiejskiej-ID42BC2,"balkon, garaż/miejsce parkingowe",,"Warszawa, Śródmieście, Śródmieście Południowe, Wiejska",,
1700.0,36.0,,apartamentowiec,1.0,inne,2001.0,2.0,,6.0,miejskie,,"teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/kawalerka-okolice-uniwersytetu-medycznego-ID4daKW,winda,"lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, Rakowiec",,
2100.0,36.26,,,2.0,,2020.0,2.0,plastikowe,4.0,,,,https://www.otodom.pl/pl/oferta/wynajem-2-pok-mieszkania-przy-ul-plosa-1-ID4daIX,,"lodówka, meble, kuchenka, pralka","Warszawa, Targówek, Płosa",,
2900.0,52.0,3000.0,blok,2.0,cegła,2006.0,,plastikowe,5.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ciche-i-komfortowe-mieszkanie-na-marinie-mokotow-ID4daIo,"ogródek, tylko dla niepalących, oddzielna kuchnia, taras, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, ul. Wyględowska",,
2100.0,46.0,2500.0,blok,2.0,cegła,,7.0,plastikowe,10.0,miejskie,"telewizja kablowa, internet",domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkanie-46m2-warszawa-ul-slodowiec-ID3JLFG,"balkon, piwnica, winda, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bielany, Słodowiec, ul. Słodowiec",,
1900.0,37.0,,blok,2.0,,1960.0,1.0,,4.0,,,,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-nie-umeblowane-ID4daB9,balkon,,"Warszawa, Wola, Agawy",,
1550.0,54.0,2200.0,apartamentowiec,2.0,cegła,2015.0,4.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet, telefon","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-przy-ul-ostrobramskiej-ID47GEw,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe",,
1450.0,28.1,2000.0,blok,1.0,wielka płyta,,5.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/wygodna-kawalerka-28-1-m2-muranow-blisko-arkadii-ID4daAw,"piwnica, winda, tylko dla niepalących","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Śródmieście, ul. Stanisława Dubois",,
2000.0,68.0,,,3.0,,2010.0,3.0,,4.0,,,,https://www.otodom.pl/pl/oferta/olbrachta-23a-3-pokoje-oddzielna-kuchnia-68-mkw-ID4daAo,,,"Warszawa, Wola, Jana Olbrachta",,
10500.0,120.0,,apartamentowiec,4.0,cegła,2007.0,2.0,drewniane,5.0,miejskie,"telewizja kablowa, internet","domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/narbutta-residence-prestige-swimming-pool-fitness-ID4day0,"piwnica, garaż/miejsce parkingowe, taras",meble,"Warszawa, Mokotów, Górny Mokotów, Ludwika Narbutta",,
2700.0,46.0,,,3.0,,1948.0,1.0,,5.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-46-m-warszawa-ID4daxF,,,"Warszawa, Żoliborz, Zygmunta Krasińskiego",,
1900.0,25.0,,,1.0,,2020.0,6.0,,8.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-25-m-warszawa-ID4daxd,,,"Warszawa, Wola, Kłopot",,
2500.0,50.0,2500.0,kamienica,2.0,cegła,,2.0,,,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokoje-50m2-ID4davT,"klimatyzacja, winda, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota, ul. Bitwy Warszawskiej 1920 r.",,
1940.0,35.0,2500.0,blok,2.0,cegła,2018.0,3.0,drewniane,7.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/dwupokojowe-ul-kapelanow-ak-3-ID47VdA,"balkon, winda","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Praga-Południe, ul. Kapelanów AK 3",,
2700.0,70.0,3000.0,blok,4.0,cegła,2015.0,7.0,plastikowe,7.0,gazowe,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ursus-skorosze-wlochy-4-pokoje-70m2-wysoki-standar-ID4dmWz,"garaż/miejsce parkingowe, winda, tylko dla niepalących, pom. użytkowe","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Ursus, ul. Ryżowa",,
3200.0,80.0,3200.0,apartamentowiec,3.0,cegła,1999.0,1.0,plastikowe,2.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/z-garazem-mieszkanie-80m-warszawa-szczesliwice-ID4d4Je,"balkon, piwnica, garaż/miejsce parkingowe, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, piekarnik, kuchenka, telewizor, pralka","Warszawa, Ochota, ul. Maszynowa 7",,
1999.0,49.01,,apartamentowiec,2.0,,2017.0,1.0,,10.0,miejskie,,,https://www.otodom.pl/pl/oferta/promocja-2-pok-bielany-przy-agorze-26-ID4bbQU,,,"Warszawa, Bielany, ul. Przy Agorze 26",,
2815.0,54.4,,apartamentowiec,3.0,,2017.0,,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/promocja-3-pok-warszawa-ficowskiego-8-ID4axar,,,"Warszawa, Żoliborz, Ficowskiego 8",,
1938.0,37.1,,apartamentowiec,2.0,,2017.0,,plastikowe,4.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/promocja-2-pok-warszawa-zoliborz-ID4aXo8,"balkon, winda","zmywarka, lodówka, piekarnik, kuchenka, pralka","Warszawa, Żoliborz, ul.Ficowskiego 8",,
2200.0,49.4,3000.0,blok,2.0,cegła,2014.0,2.0,plastikowe,5.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-lub-biuro-49-4-m2-miejsca-garazowe-ID4boP9,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, Dęblińska 2",,
2900.0,41.0,2900.0,apartamentowiec,2.0,,2018.0,,plastikowe,,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-zlota-chmielna-apartments-ID4dawp,"winda, pom. użytkowe","lodówka, piekarnik, kuchenka, pralka","Warszawa, Śródmieście, ul. Złota",,
3000.0,39.0,,blok,2.0,żelbet,1982.0,6.0,plastikowe,8.0,,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/mieszkanie-39-m-warszawa-ID4datl,"balkon, winda",meble,"Warszawa, Śródmieście, Powiśle, al. 3 Maja",,
1550.0,28.0,1500.0,dom wolnostojący,1.0,cegła,,,plastikowe,,gazowe,internet,teren zamknięty,https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodkiem-ID4dasy,"garaż/miejsce parkingowe, ogródek","lodówka, meble, kuchenka, pralka","Warszawa, Rembertów, ul. Chełmżyńska",,
3400.0,42.0,,,2.0,,2020.0,2.0,,6.0,,,,https://www.otodom.pl/pl/oferta/bez-prowizjinowe-2-pokojowe-splace-park-ID4darY,garaż/miejsce parkingowe,,"Warszawa, Żoliborz",,
3500.0,89.0,,blok,4.0,,1990.0,,,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/duze-jasne-mieszkanie-na-ursynowie-przy-metrze-ID4d7UY,"balkon, piwnica, ogródek",,"Warszawa, Ursynów",,
3400.0,57.99,,kamienica,2.0,cegła,,3.0,,5.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/wynajem-centrum-kamienica-po-remoncie-ID4daqz,,,"Warszawa, Śródmieście, Marszałkowska",,
2400.0,39.0,2400.0,blok,2.0,,,1.0,plastikowe,6.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/saska-kepa-brazylijska-doskonala-komunikacja-ID4dapW,"balkon, winda, tylko dla niepalących, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Praga-Południe, Saska Kępa, ul. Brazylijska",,
1400.0,27.0,2000.0,blok,2.0,,,6.0,drewniane,10.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/sadyba-warszawa-mieszkanie-do-wynajecia-ID48myA,"winda, tylko dla niepalących","lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, Sadyba",,
4500.0,154.0,,blok,4.0,cegła,1990.0,,plastikowe,4.0,,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/apartament-czteropokojowy-z-kominkiem-przy-metrze-ID4daid,"balkon, oddzielna kuchnia",,"Warszawa, Ursynów, Kabaty",,
3000.0,45.0,,kamienica,2.0,cegła,1952.0,6.0,,6.0,miejskie,,,https://www.otodom.pl/pl/oferta/apartament-centrum-5-min-do-metra-ul-nowowiejska-ID4daha,winda,meble,"Warszawa, Śródmieście, Nowowiejska",,
3000.0,55.54,4500.0,blok,2.0,cegła,2010.0,2.0,,3.0,miejskie,telewizja kablowa,,https://www.otodom.pl/pl/oferta/apartament-2-pokoje-saska-kepa-do-wynajecia-ID4dagu,"balkon, winda, oddzielna kuchnia",,"Warszawa, Praga-Południe, Saska Kępa, Saska",,
4000.0,97.0,4000.0,blok,3.0,cegła,1999.0,2.0,,4.0,,"telewizja kablowa, internet",teren zamknięty,https://www.otodom.pl/pl/oferta/rozkladowe-mieszkanie-na-goclawiu-ul-poligonowa-ID4dagp,"balkon, piwnica, oddzielna kuchnia",,"Warszawa, Praga-Południe, Gocław, Poligonowa",,
2000.0,27.0,2000.0,kamienica,1.0,cegła,,2.0,drewniane,5.0,miejskie,internet,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/kawalerka-na-pradze-metro-szwedzka-ID3Ccza,"winda, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Praga-Północ, Nowa Praga, ul. Środkowa 13",,
3250.0,37.0,,,2.0,,,,,,,,,https://www.otodom.pl/pl/oferta/apartament-2-pokojowy-marina-mokotow-ID4dacy,winda,,"Warszawa, Mokotów",,
2600.0,45.0,,kamienica,2.0,cegła,1914.0,1.0,plastikowe,5.0,miejskie,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/flory-ujazdow-2-pokoje-w-kamienicy-ID4dabY,"balkon, piwnica",meble,"Warszawa, Śródmieście, Flory",,
3000.0,40.0,3000.0,apartamentowiec,2.0,,2020.0,3.0,,5.0,,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowe-garaz-nowa-cena-3000-prad-cybernetyki-ID4dabX,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, Służewiec, ul. Cybernetyki",,
2100.0,28.0,,kamienica,1.0,cegła,1950.0,,,6.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-28-m-warszawa-ID4da9L,piwnica,meble,"Warszawa, Śródmieście, Powiśle, Wilanowska",,
10000.0,137.71,,apartamentowiec,3.0,cegła,2006.0,6.0,drewniane,6.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/apartament-w-stylu-loftowym-2-parkingi-eko-park-ID4da8h,"klimatyzacja, balkon, winda",meble,"Warszawa, Mokotów, ul. Stanisława Żaryna",,
2500.0,50.0,,blok,3.0,,,5.0,plastikowe,10.0,,,,https://www.otodom.pl/pl/oferta/trzy-pokoje-przy-stacji-metra-wawrzyszew-ID4da8c,"balkon, winda, oddzielna kuchnia",,"Warszawa, Bielany, Wawrzyszew",,
3100.0,91.0,,apartamentowiec,3.0,,2000.0,2.0,drewniane,5.0,miejskie,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/park-saski-ciche-3-pok-91m2-metro-ratusz-arsenal-ID4da87,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, lodówka","Warszawa, Śródmieście, Ptasia",,
1600.0,22.0,1600.0,blok,1.0,cegła,1970.0,2.0,plastikowe,3.0,miejskie,,,https://www.otodom.pl/pl/oferta/kawalerka-umeblowana-z-balkonem-i-piwnica-ID4dqW6,"balkon, piwnica","lodówka, meble, kuchenka, pralka","Warszawa, Włochy",,
1700.0,20.0,2100.0,blok,1.0,,1970.0,2.0,plastikowe,4.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/kawalerka-20m2-ciche-skomunikowane-mordor-ID3RaKA,klimatyzacja,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Służewiec, ul. Bartłomieja 5",,
2200.0,37.0,3000.0,blok,2.0,beton,,1.0,plastikowe,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-warszawa-bielany-magiera-ID2seqi,"balkon, piwnica, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bielany, Słodowiec, Magiera 6",,
2100.0,29.0,2100.0,blok,1.0,,,1.0,plastikowe,,,internet,domofon / wideofon,https://www.otodom.pl/pl/oferta/kawalerka-powisle-z-widokiem-na-park-ID4da7d,"balkon, winda","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Śródmieście, Powiśle, ul. Wilanowska",,
14000.0,148.0,,kamienica,8.0,,1950.0,2.0,plastikowe,3.0,,,,https://www.otodom.pl/pl/oferta/osiem-pokoi-scisle-centrum-ID4da88,,,"Warszawa, Śródmieście",,
2100.0,57.0,,blok,3.0,żelbet,1980.0,,plastikowe,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/do-wynajecia-od-zaraz-na-6-miesiecy-ID4da82,"balkon, oddzielna kuchnia",meble,"Warszawa, Praga-Południe, Saska Kępa, Brazylijska",,
3800.0,40.0,,,2.0,,2018.0,5.0,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-40-m-warszawa-ID4da84,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia",,"Warszawa, Śródmieście, Grzybowska",,
2700.0,40.0,,apartamentowiec,2.0,,2017.0,3.0,drewniane,,,,,https://www.otodom.pl/pl/oferta/jaktorowska-blisko-ronda-daszynskiego-ID4da81,"garaż/miejsce parkingowe, winda, oddzielna kuchnia",,"Warszawa, Wola",,
6500.0,80.0,,apartamentowiec,3.0,,2017.0,2.0,,6.0,miejskie,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/apartamentkrysztal-powislaklimatyzacja-ID4da62,"klimatyzacja, balkon, garaż/miejsce parkingowe, winda",,"Warszawa, Śródmieście, Powiśle, Solec",,
